"data";"ipca_mensal";"ipca_log1p";"regime_hmm_log1p";"Baixa";"Moderada";"Alta"
1980-01-01;6,62;2,03077636969855;"Moderada";5,467988901092e-191;1;6,63977836268568e-76
1980-02-01;4,62;1,7263316639056;"Moderada";1,89911069322831e-08;0,999996279003068;3,70200582460922e-06
1980-03-01;6,04;1,95160817016995;"Moderada";2,40046133747413e-10;0,999987270912636;1,27288473179099e-05
1980-04-01;5,29;1,83896107071235;"Moderada";2,12686565065231e-09;0,999993324146779;6,67372635557482e-06
1980-05-01;5,7;1,90210752639692;"Moderada";6,25402203911043e-10;0,999990491790149;9,50758444875499e-06
1980-06-01;5,31;1,84213567655312;"Moderada";1,99984425487852e-09;0,999993213820086;6,78418007019094e-06
1980-07-01;5,55;1,87946504964716;"Moderada";9,69813622358123e-10;0,999991652574753;8,34645543354867e-06
1980-08-01;4,95;1,78339121955754;"Moderada";6,26625472859404e-09;0,999995049287452;4,94444629334727e-06
1980-09-01;4,23;1,65441127807683;"Moderada";7,71639049717654e-08;0,999997173872072;2,7489640228613e-06
1980-10-01;9,48;2,3494686788929;"Moderada";1,1499910396392e-13;0,9997940234992;0,000205976500685455
1980-11-01;6,67;2,03731661537916;"Moderada";4,58467901348368e-11;0,999977182641257;2,28173128959265e-05
1980-12-01;6,61;2,02946317187359;"Moderada";5,33535809062524e-11;0,999979165975343;2,08339713033097e-05
1981-01-01;6,84;2,05923883436232;"Moderada";3,0051590832574e-11;0,999974792426417;2,52075435310546e-05
1981-02-01;6,4;2,00148000021012;"Moderada";9,15631520669158e-11;0,999982622959915;1,7376948522022e-05
1981-03-01;4,97;1,78674692740451;"Moderada";5,8627306824625e-09;0,999994933460087;5,06067718221471e-06
1981-04-01;6,46;2,00955541421567;"Moderada";7,83500336592472e-11;0,999981788623489;1,82112981605393e-05
1981-05-01;5,56;1,880990602956;"Moderada";9,41435338313596e-10;0,999991551188645;8,44786991932053e-06
1981-06-01;5,52;1,87487437593856;"Moderada";1,05991138964297e-09;0,999991843959848;8,15498024092318e-06
1981-07-01;6,26;1,9823798288367;"Moderada";1,3239862814364e-10;0,999984620738584;1,53791290175396e-05
1981-08-01;5,5;1,87180217690159;"Moderada";1,12497305920601e-09;0,999991987897066;8,01097796058937e-06
1981-09-01;5,26;1,83418018511201;"Moderada";2,33382083719189e-09;0,999993509432071;6,48823410791988e-06
1981-10-01;5,08;1,80500469597808;"Moderada";4,11220907559454e-09;0,999994452610798;5,54327699296457e-06
1981-11-01;5,27;1,83577635464483;"Moderada";2,26259819552156e-09;0,999993447108749;6,55062865316326e-06
1981-12-01;5,93;1,93585981320181;"Moderada";3,25402514983445e-10;0,999988351383695;1,16482909021699e-05
1982-01-01;6,97;2,07568449280212;"Moderada";2,18916451462959e-11;0,999971942180125;2,80577979837281e-05
1982-02-01;6,64;2,03339760317843;"Moderada";4,94557845588336e-11;0,999978684704953;2,13152455912088e-05
1982-03-01;5,71;1,90359895098359;"Moderada";6,07548388034404e-10;0,999990366605907;9,63278654449008e-06
1982-04-01;5,89;1,93007108502557;"Moderada";3,63955247034516e-10;0,999988753469952;1,1246166092409e-05
1982-05-01;6,66;2,0360119837525;"Moderada";4,70237462477536e-11;0,999978299052356;2,17009006205109e-05
1982-06-01;7,1;2,09186406167839;"Moderada";1,60316165975792e-11;0,999968706238736;3,12937452323413e-05
1982-07-01;6,36;1,99605993274078;"Moderada";1,01652901227849e-10;0,999983151400529;1,68484978178729e-05
1982-08-01;5,97;1,94161522477243;"Moderada";2,91133036194265e-10;0,999987978598016;1,20211108508868e-05
1982-09-01;5,08;1,80500469597808;"Moderada";4,11438625926288e-09;0,999994449846241;5,54603937312022e-06
1982-10-01;4,44;1,69377906086785;"Moderada";3,58119218680768e-08;0,999996804409616;3,1597784623727e-06
1982-11-01;5,29;1,83896107071235;"Moderada";2,12803940353925e-09;0,999993265479923;6,73239203737146e-06
1982-12-01;7,81;2,17588743994809;"Moderada";3,18748841517706e-12;0,999943081618363;5,69183784495911e-05
1983-01-01;8,64;2,26592110862245;"Moderada";5,67295685751799e-13;0,999889919012458;0,000110080986974264
1983-02-01;7,86;2,18154676461699;"Moderada";2,85914839559667e-12;0,999940307072395;5,96929247460373e-05
1983-03-01;7,34;2,12106321637066;"Moderada";9,14037907744733e-12;0,999961494595215;3,85053956445366e-05
1983-04-01;6,58;2,02551319965428;"Moderada";5,75769238458259e-11;0,999979637147714;2,03627947089953e-05
1983-05-01;6,48;2,01223279198639;"Moderada";7,43731530616316e-11;0,999980154743618;1,98451820083581e-05
1983-06-01;9,88;2,3869262414278;"Moderada";5,61752040089024e-14;0,999700342713631;0,000299657286312859
1983-07-01;10,08;2,40514168131914;"Moderada";3,96886678152413e-14;0,999644472871512;0,000355527128448468
1983-08-01;9,11;2,31352503303238;"Moderada";2,28054144379315e-13;0,999818093313708;0,000181906686063658
1983-09-01;10,3;2,42480272571829;"Moderada";2,72915367074802e-14;0,999595539001194;0,000404460998778814
1983-10-01;8,87;2,28949985344539;"Moderada";3,61160868250583e-13;0,999858654774308;0,000141345225330414
1983-11-01;7,38;2,12584791449399;"Moderada";8,33537920884973e-12;0,99995855469477;4,14452968942303e-05
1983-12-01;8,68;2,27006190128849;"Moderada";5,23969884417213e-13;0,999881856219284;0,000118143780192122
1984-01-01;9,67;2,36743606531366;"Moderada";8,14776968628257e-14;0,999745213234627;0,000254786765291702
1984-02-01;9,5;2,35137525716348;"Moderada";1,10701817706364e-13;0,999772955973678;0,000227044026211779
1984-03-01;8,94;2,29656702066848;"Moderada";3,15491957067163e-13;0,99985023497751;0,00014976502217453
1984-04-01;9,54;2,35517754311322;"Moderada";1,02959455801692e-13;0,99977029681618;0,000229703183716717
1984-05-01;9,05;2,30757263450508;"Moderada";2,55584665303565e-13;0,999832602282804;0,000167397716940381
1984-06-01;10,08;2,40514168131914;"Moderada";3,9690049381988e-14;0,99964701119592;0,000352988804040067
1984-07-01;9,72;2,37211115564266;"Moderada";7,45045949457516e-14;0,999720750688563;0,000279249311362454
1984-08-01;9,35;2,33698651971138;"Moderada";1,45548680367748e-13;0,999748357705907;0,000251642293947767
1984-09-01;11,75;2,54553127160444;"Moderada";2,74659064665925e-15;0,998758888548461;0,00124111145153622
1984-10-01;10,44;2,43711598595165;"Moderada";2,15518902037159e-14;0,999396128518923;0,000603871481055449
1984-11-01;10,53;2,44495233428097;"Moderada";1,85559616325545e-14;0,999308555829498;0,000691444170483532
1984-12-01;11,98;2,56340971127594;"Moderada";1,95352986574912e-15;0,998199834699275;0,00180016530072287
1985-01-01;11,76;2,54631527791664;"Moderada";2,70135297087473e-15;0,998368665198231;0,00163133480176598
1985-02-01;10,87;2,47401420862158;"Moderada";1,06772539710735e-14;0,99917557757991;0,000824422420079378
1985-03-01;10,16;2,41233595695316;"Moderada";3,45885954822811e-14;0,999591299911256;0,000408700088709088
1985-04-01;8,2;2,21920348405499;"Moderada";1,38795026419553e-12;0,999916461791105;8,35382075073583e-05
1985-05-01;7,2;2,10413415427021;"Moderada";1,26575828284801e-11;0,999964798695959;3,52012913837764e-05
1985-06-01;8,49;2,25023861262184;"Moderada";7,65644075830344e-13;0,999891909059871;0,000108090939363312
1985-07-01;10,31;2,42568729012803;"Moderada";2,67904419586785e-14;0,999452612401526;0,000547387598447578
1985-08-01;12,05;2,5687881337687;"Moderada";1,76388551359449e-15;0,998102457833194;0,00189754216680388
1985-09-01;11,12;2,49485698064117;"Moderada";7,14768806160079e-15;0,998147515586489;0,00185248441350376
1985-10-01;10,62;2,45272775142377;"Moderada";1,5384992994909e-14;0,994659176591472;0,0053408234085123
1985-11-01;13,97;2,70604819843154;"Moderada";1,22967181103343e-16;0,960061721887865;0,0399382781121346
1985-12-01;15,07;2,77695417974942;"Moderada";3,20287782617795e-17;0,937460190008595;0,0625398099914045
1986-01-01;14,37;2,7324175575505;"Moderada";7,43829748398484e-17;0,948942490958074;0,0510575090419256
1986-02-01;12,72;2,61885462229774;"Moderada";2,75223967412265e-15;0,981292355699994;0,0187076443000037
1986-03-01;4,77;1,75267208052001;"Moderada";0,000188305308156034;0,999811694682916;8,92795034480641e-12
1986-04-01;0,78;0,576613364303994;"Baixa";0,999999605509224;3,94490775959501e-07;1,93841710786187e-17
1986-05-01;1,4;0,8754687373539;"Baixa";0,999999990487684;9,51231639350527e-09;1,15999686491861e-21
1986-06-01;1,27;0,819779831493311;"Baixa";0,99999999654941;3,45058980163935e-09;1,7088922872036e-20
1986-07-01;1,71;0,99694863489161;"Baixa";0,999993323027189;6,67697281046553e-06;1,24872006868304e-16
1986-08-01;3,55;1,51512723296286;"Baixa";0,996344418975965;0,00365558102227444;1,76085021173831e-12
1986-09-01;1,72;1,00063188030791;"Baixa";0,999310075316357;0,000689924438751549;2,44891025899066e-10
1986-10-01;1,9;1,06471073699243;"Baixa";0,992434528871157;0,0075654708475865;2,81256100014493e-10
1986-11-01;5,45;1,86408013080768;"Moderada";2,10806083042057e-05;0,999978366923392;5,52468303564144e-07
1986-12-01;11,65;2,53765721517353;"Moderada";3,54427233498479e-15;0,963345177972887;0,0366548220271098
1987-01-01;13,21;2,65394594210901;"Moderada";2,06971511709964e-16;0,810882774465389;0,189117225534611
1987-02-01;12,64;2,61300665241532;"Moderada";7,84218387926838e-17;0,588857785088051;0,411142214911949
1987-03-01;16,37;2,85474458025301;"Alta";3,6212499221338e-20;0,103107186077426;0,896892813922574
1987-04-01;19,1;3,00071981506503;"Alta";1,96775300427324e-22;0,00470407722018905;0,995295922779811
1987-05-01;21,45;3,11129061418826;"Alta";2,26415482620569e-23;0,000778638121992157;0,999221361878008
1987-06-01;19,71;3,03061667540749;"Alta";2,02128792438956e-22;0,0288692760963789;0,971130723903621
1987-07-01;9,21;2,32336763217657;"Moderada";5,45961659872339e-15;0,963362230902988;0,0366377690970069
1987-08-01;4,87;1,76985463384001;"Moderada";7,83475571501706e-09;0,999944231418963;5,57607462808144e-05
1987-09-01;7,78;2,17247640764703;"Moderada";3,10428576533529e-12;0,998835323976121;0,00116467602077451
1987-10-01;11,22;2,50307395374345;"Moderada";2,52964026265301e-15;0,9120054629492;0,087994537050797
1987-11-01;15,08;2,77757626375082;"Alta";6,46256418846326e-18;0,410867696887203;0,589132303112797
1987-12-01;14,15;2,71800053195538;"Alta";1,1785847425236e-18;0,190907684438727;0,809092315561273
1988-01-01;18,89;2,99021709286588;"Alta";1,7944169435925e-21;0,0115348500024761;0,988465149997524
1988-02-01;15,7;2,81540871942271;"Alta";4,50257708585109e-21;0,00429054502113259;0,995709454978867
1988-03-01;17,6;2,92316158071916;"Alta";3,57400610858867e-23;0,000831608778119167;0,999168391221881
1988-04-01;19,29;3,01012815383772;"Alta";1,45199277613443e-24;0,000212663344524977;0,999787336655475
1988-05-01;17,42;2,91343703082716;"Alta";5,07826339802256e-25;0,000488857082757176;0,999511142917243
1988-06-01;22;3,13549421592915;"Alta";1,76443162807837e-27;4,32541378097923e-05;0,99995674586219
